casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
6649,2,0,1,0,0,0,0,0,1,0,1,1,1,46.12,63.67,9999,0.33,0,0.78,0,NA,NA
2699,2,0,0,0,0,0,0,0,0,0,0,0,0,36.32,51.99,9999,0.67,0,0.89,0,NA,NA
5997,2,0,1,0,0,1,0,1,0,0,1,0,0,46.1,50.09,9999,1,1,0.67,0,NA,NA
3749,2,1,0,0,0,0,0,0,0,0,0,0,0,45.22,54.06,9999,1,1,1,1,NA,NA
6815,2,0,0,0,0,0,0,0,0,0,0,0,0,46.21,63.71,9999,1,1,0.67,0,NA,NA
6213,2,1,0,1,0,0,0,0,1,1,1,0,1,52.96,71,9999,1,1,1,1,NA,NA
2642,2,1,0,0,0,0,0,0,0,0,0,0,0,53.15,66.66,9999,0.67,0,0.56,0,NA,NA
2650,2,0,0,1,0,0,0,1,1,0,1,0,0,49.87,74.12,9999,9999,9999,9999,9999,NA,NA
3530,2,0,0,0,0,0,0,0,0,1,1,1,1,40.5,53.92,9999,9999,9999,9999,9999,NA,NA
1558,2,1,0,0,1,1,1,1,9999,9999,9999,9999,9999,45.8,9999,9999,0,0,0,0,NA,NA
5689,2,1,0,0,1,1,0,0,0,0,0,0,0,54,71.59,9999,0.33,0,0.67,0,NA,NA
5486,2,0,0,1,1,0,1,1,9999,9999,9999,9999,9999,49.62,70.82,9999,1,1,1,1,NA,NA
5582,2,1,0,0,1,0,0,0,1,0,0,0,0,44.05,58.15,9999,0,0,0,0,NA,NA
3315,2,0,0,0,0,0,0,0,1,0,0,0,0,55.67,73.75,9999,1,1,1,1,NA,NA
3240,2,0,0,1,1,1,0,1,1,0,0,0,0,50.67,59.13,9999,1,1,1,1,NA,NA
5902,2,0,1,0,1,1,1,1,9999,9999,9999,9999,9999,46.79,9999,9999,9999,9999,9999,9999,NA,NA
2236,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,55.86,9999,67.72,0.67,0,0.22,0,NA,NA
5639,2,0,1,0,0,1,1,1,0,0,0,0,0,51.47,46.69,9999,1,1,1,1,NA,NA
4362,2,0,0,1,0,1,1,1,0,0,0,0,0,42.33,58.03,9999,9999,9999,9999,9999,NA,NA
1535,2,1,0,1,0,9999,0,0,1,1,1,1,1,65.08,77,75.35,0.67,0,0.89,0,NA,NA
6480,2,1,0,1,1,1,1,1,1,1,1,1,1,46.75,70.99,9999,1,1,0.78,0,NA,NA
4078,2,1,0,1,0,0,0,0,1,1,1,1,0,62.09,67.97,9999,1,1,1,1,NA,NA
5005,2,0,9999,1,1,1,1,1,1,0,0,1,0,59.27,73.76,81.94,0.67,0,0.78,0,NA,NA
1123,2,0,0,1,9999,1,1,1,1,1,1,1,1,56.07,59.22,67.71,0.67,0,0.88,0,NA,NA
3668,2,0,0,0,0,1,0,0,1,1,1,1,0,43.48,72.33,9999,0.67,0,0.89,0,NA,NA
5004,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,45.67,58.18,9999,0.67,0,0.89,0,NA,NA
5535,2,0,0,1,1,9999,1,1,1,0,1,0,0,60.21,79.12,69.27,0.67,0,0.67,0,NA,NA
5706,2,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,46.57,9999,9999,9999,9999,9999,9999,NA,NA
3108,2,0,0,1,1,0,0,0,1,1,1,0,1,38.84,53.34,9999,0.33,0,0.78,0,NA,NA
2703,2,0,1,1,1,1,0,1,1,0,1,1,0,49.87,61.64,9999,1,1,1,1,NA,NA
3204,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,40.04,9999,9999,9999,9999,9999,9999,NA,NA
5097,2,1,1,1,1,0,1,1,0,1,1,1,1,31.54,44.65,9999,1,1,1,1,NA,NA
4758,2,1,0,0,0,1,1,1,9999,9999,9999,9999,9999,45.68,9999,9999,9999,9999,9999,9999,NA,NA
4728,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,52.57,58.71,9999,9999,9999,9999,9999,NA,NA
4042,2,0,0,1,0,9999,0,1,9999,9999,9999,9999,9999,45.71,9999,9999,1,1,1,1,NA,NA
1980,2,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,64.56,9999,9999,1,1,1,1,NA,NA
5864,2,0,0,1,0,0,0,0,0,0,0,1,0,64.25,9999,72.31,1,1,0.88,0,NA,NA
2752,2,0,0,1,0,0,0,0,0,0,0,0,0,35.88,9999,9999,0.33,0,0.22,0,NA,NA
5020,2,0,9999,1,1,0,0,0,0,0,0,1,0,46.58,66.44,9999,0.67,0,0.78,0,NA,NA
1202,2,0,0,0,0,0,0,0,0,0,0,0,0,42.85,57.56,9999,1,1,1,1,NA,NA
5499,2,1,0,1,0,0,0,0,1,1,1,1,1,57.97,72.66,9999,1,1,0.78,0,NA,NA
1622,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,46.64,9999,9999,9999,9999,9999,9999,NA,NA
1371,2,0,0,1,0,1,0,0,0,0,0,0,0,61.79,74.94,9999,0,0,0.67,0,NA,NA
2636,2,0,0,9999,0,0,0,0,1,1,0,0,0,46.96,55.32,61.53,0.67,0,0.67,0,NA,NA
2308,2,1,0,0,0,9999,0,0,1,0,0,0,0,53,65.69,9999,1,1,1,1,NA,NA
3666,2,0,0,1,1,1,1,1,1,9999,1,1,1,58.82,73.26,43.26,1,1,0.14,0,NA,NA
2221,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,34.46,9999,9999,1,1,1,1,NA,NA
2239,2,0,0,1,0,0,1,0,0,0,0,0,9999,53.16,9999,69.81,1,1,1,1,NA,NA
3245,2,0,0,1,1,9999,0,0,1,0,0,0,0,44.92,74.06,9999,0.5,0,0.62,0,NA,NA
1177,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,44.29,9999,9999,9999,9999,9999,9999,NA,NA
1174,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,40.73,34.51,9999,9999,9999,9999,9999,NA,NA
1165,2,1,0,0,0,0,0,0,0,0,0,1,0,33.52,73.11,9999,9999,9999,9999,9999,NA,NA
6723,2,1,1,0,0,1,1,1,0,1,1,1,1,46.96,44.5,9999,0,0,0.75,0,NA,NA
3035,2,1,0,1,1,1,1,1,1,1,1,1,1,49.23,60.73,9999,1,1,1,1,NA,NA
3463,2,1,0,0,0,0,0,0,0,0,0,0,0,46.33,9999,9999,9999,9999,1,1,NA,NA
4465,2,1,0,0,0,1,1,1,0,0,0,1,1,40.36,50,9999,1,1,1,1,NA,NA
5514,2,1,0,1,0,1,0,1,9999,9999,9999,9999,9999,52.11,9999,9999,1,1,1,1,NA,NA
4532,2,0,0,1,0,1,9999,1,1,1,1,1,1,59.2,72.8,9999,1,1,1,1,NA,NA
4871,2,1,1,0,0,0,0,0,0,0,0,1,0,47,55.28,9999,9999,9999,9999,9999,NA,NA
6647,2,0,0,1,0,0,1,0,1,0,0,0,0,40.06,48.3,9999,1,1,1,1,NA,NA
1082,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,37.08,9999,9999,9999,9999,9999,9999,NA,NA
6219,2,0,0,1,0,1,0,0,1,0,1,0,1,46.84,9999,9999,1,1,1,1,NA,NA
3982,2,1,0,1,0,0,9999,0,1,0,1,1,1,58.48,80.71,80.32,1,1,0.89,0,NA,NA
2301,2,1,0,0,0,0,1,1,1,0,0,0,0,64.2,78.38,9999,9999,9999,9999,9999,NA,NA
3212,2,0,1,0,1,0,0,0,9999,9999,9999,9999,9999,44.35,9999,9999,1,1,1,1,NA,NA
2443,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,41.84,9999,9999,1,1,1,1,NA,NA
4992,2,1,1,1,1,1,1,1,1,1,1,1,1,49.97,66.64,9999,1,1,1,1,NA,NA
2495,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,35.62,9999,9999,9999,9999,9999,9999,NA,NA
3460,2,1,1,1,1,1,1,1,1,1,1,1,1,44.43,73.88,9999,1,1,1,1,NA,NA
2692,2,0,0,0,0,1,0,0,1,1,0,0,0,40.18,9999,9999,9999,9999,9999,9999,NA,NA
5622,2,0,0,0,0,0,9999,1,1,0,1,0,0,38.6,32.75,9999,9999,9999,9999,9999,NA,NA
5642,2,0,0,0,1,0,1,0,1,0,1,0,1,35.26,45.14,9999,1,1,1,1,NA,NA
4646,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,58.41,9999,9999,9999,9999,9999,9999,NA,NA
1295,2,1,0,1,0,0,0,0,1,1,1,1,1,55.37,66.98,9999,1,1,1,1,NA,NA
3624,2,1,0,1,0,0,0,0,1,1,1,0,1,43.38,61.32,9999,1,1,1,1,NA,NA
5136,2,0,1,1,0,1,1,1,0,1,1,1,1,41.99,9999,9999,9999,9999,9999,9999,NA,NA
6664,2,1,1,0,0,9999,0,0,0,0,0,0,0,39.92,40.52,9999,9999,9999,9999,9999,NA,NA
3436,2,0,0,1,1,1,1,1,0,0,0,0,0,46.93,52.65,9999,9999,9999,9999,9999,NA,NA
1927,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,35.13,9999,9999,9999,9999,9999,9999,NA,NA
2606,2,0,0,9999,1,1,1,1,9999,9999,9999,9999,9999,36.89,51.29,9999,9999,9999,9999,9999,NA,NA
4843,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,40.47,9999,9999,9999,9999,9999,9999,NA,NA
4220,2,1,1,1,0,1,0,1,1,1,1,1,1,52.85,66.01,9999,9999,9999,9999,9999,NA,NA
4836,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,38.32,9999,9999,9999,9999,9999,9999,NA,NA
5830,2,0,0,1,1,1,1,1,0,0,0,0,0,55.63,9999,9999,0.67,0,0.78,0,NA,NA
1163,2,0,0,0,0,0,1,0,1,0,0,1,1,63,72.79,9999,1,1,1,1,NA,NA
2927,2,0,0,0,0,1,0,1,0,0,0,0,0,42.11,67.38,9999,1,1,1,1,NA,NA
5480,2,0,0,0,0,1,0,0,1,0,1,1,1,47.39,9999,57.52,1,1,0.89,0,NA,NA
5834,2,0,0,1,1,1,1,1,1,1,1,1,1,49.07,78.62,9999,0.67,0,0.89,0,NA,NA
4338,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,33.67,9999,9999,1,1,1,1,NA,NA
2634,2,1,0,0,0,0,0,1,0,0,0,0,0,54.98,65.73,9999,9999,9999,9999,9999,NA,NA
2330,2,0,0,1,1,1,1,0,1,0,1,0,0,37.71,9999,44.58,1,1,1,1,NA,NA
5858,2,0,0,0,1,0,1,1,1,0,0,1,0,53.37,9999,9999,1,1,0.67,0,NA,NA
6917,2,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,41.9,9999,9999,9999,9999,9999,9999,NA,NA
1097,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,45.91,9999,9999,1,1,1,1,NA,NA
5623,2,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,53.73,60.15,70.99,1,1,1,1,NA,NA
2292,2,1,1,1,1,1,1,1,1,0,0,0,0,42.14,33.1,9999,1,1,1,1,NA,NA
3720,2,1,0,9999,9999,9999,0,1,1,0,1,0,1,9999,49.48,57.76,0.67,0,0.67,0,NA,NA
4816,2,0,1,1,1,1,1,1,1,1,1,1,1,47.13,9999,9999,1,1,1,1,NA,NA
2434,2,0,0,1,0,0,1,0,0,0,1,0,0,51.07,75.96,9999,0.33,0,0.78,0,NA,NA
3333,2,0,0,1,0,1,0,0,0,0,0,0,0,58.98,9999,80.61,1,1,1,1,NA,NA
3927,2,1,0,0,0,0,0,0,0,0,0,0,0,59.23,57.4,9999,1,1,0.67,0,NA,NA
6481,2,1,0,1,1,0,1,0,1,1,1,0,1,43.35,9999,9999,1,1,1,1,NA,NA
4461,2,0,0,1,1,1,0,0,0,1,0,0,0,41.77,9999,9999,1,1,1,1,NA,NA
1954,2,1,0,0,1,9999,1,1,0,0,0,0,0,52.25,64.49,66.16,0.67,0,0.22,0,NA,NA
3759,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.13,53.41,9999,0.67,0,0.22,0,NA,NA
1079,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,47.8,9999,9999,9999,9999,9999,9999,NA,NA
6489,2,0,1,0,0,1,1,1,9999,9999,9999,9999,9999,45.47,9999,9999,9999,9999,9999,9999,NA,NA
4557,2,1,1,0,0,1,0,0,1,0,0,0,0,35.21,50.27,9999,9999,9999,9999,9999,NA,NA
6911,2,1,1,0,0,0,0,0,1,0,0,1,1,42.27,53.21,9999,0.67,0,0.22,0,NA,NA
3293,2,1,1,0,9999,0,0,0,0,0,0,0,0,56.44,62.77,67.19,0.33,0,0.11,0,NA,NA
6246,2,0,1,0,1,1,0,0,9999,9999,9999,9999,9999,47.44,9999,9999,9999,9999,9999,9999,NA,NA
4108,2,1,0,1,9999,0,0,0,1,1,0,0,1,50.37,64.51,65.3,0.67,0,0.89,0,NA,NA
6496,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,41.51,9999,9999,9999,9999,9999,9999,NA,NA
1731,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,49.16,9999,9999,9999,9999,9999,9999,NA,NA
6347,2,0,1,0,9999,0,0,0,0,0,1,1,0,39.74,47.07,9999,9999,9999,9999,9999,NA,NA
2075,2,0,1,1,9999,0,0,0,1,1,1,1,1,50.88,69.6,9999,1,1,1,1,NA,NA
4420,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,36.68,9999,43.83,0.33,0,0.11,0,NA,NA
6406,2,0,0,1,0,1,1,0,9999,9999,9999,9999,9999,42.11,9999,9999,1,1,1,1,NA,NA
1343,2,1,0,0,0,1,0,1,1,0,0,0,1,39.81,9999,9999,0.33,0,0.11,0,NA,NA
2460,2,1,0,1,0,1,1,1,0,0,0,0,0,41.85,45.81,9999,1,1,1,1,NA,NA
6128,2,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,49.57,44.44,9999,0.5,0,0.75,0,NA,NA
6687,2,0,1,0,1,1,1,0,9999,9999,9999,9999,9999,35.98,45.38,9999,9999,9999,9999,9999,NA,NA
6934,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,39.21,9999,9999,1,1,1,1,NA,NA
5126,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,38.69,9999,9999,1,1,1,1,NA,NA
1981,2,1,0,1,1,1,1,1,1,1,1,1,1,43.96,9999,64.33,1,1,1,1,NA,NA
3189,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,49.32,9999,9999,9999,9999,9999,9999,NA,NA
3571,2,0,0,0,0,1,0,0,0,1,0,1,1,43.4,9999,9999,9999,9999,9999,9999,NA,NA
2500,2,1,0,1,0,1,1,0,1,1,1,1,1,48.58,9999,68.88,1,1,1,1,NA,NA
6610,2,1,1,1,9999,9999,1,0,1,1,1,1,1,46.74,60.11,65.32,1,1,0.78,0,NA,NA
5461,2,1,1,1,0,1,1,1,1,1,1,0,1,39,9999,9999,1,1,1,1,NA,NA
2969,2,1,1,1,1,1,0,1,1,1,1,1,1,38.03,9999,49.16,0.67,0,0.67,0,NA,NA
5344,2,1,1,1,1,1,1,0,0,0,1,0,0,39.15,9999,62.13,1,1,0.78,0,NA,NA
3211,2,1,0,9999,9999,9999,9999,9999,1,1,1,0,1,50.69,71.6,9999,0.67,0,0.78,0,NA,NA
5156,2,0,1,9999,9999,9999,9999,9999,1,9999,1,1,1,44.55,57.6,9999,9999,9999,9999,9999,NA,NA
1057,2,1,0,0,0,0,1,1,9999,0,1,1,0,34.75,41.58,9999,1,1,1,1,NA,NA
2230,2,0,0,1,0,0,0,0,1,0,1,0,0,67.1,86.72,9999,0.67,0,0.89,0,NA,NA
2840,2,1,0,1,1,1,1,1,0,0,0,1,0,60.44,79.11,9999,1,1,1,1,NA,NA
2010,2,0,0,0,1,1,0,0,0,0,0,1,1,49.93,9999,9999,1,1,1,1,NA,NA
3488,2,0,0,1,0,0,0,0,1,1,1,1,1,56.12,74.96,9999,1,1,0.78,0,NA,NA
4382,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,68.62,82.01,92.72,1,1,1,1,NA,NA
2305,2,0,0,1,0,1,1,1,1,1,1,1,1,65.54,9999,92.83,1,1,1,1,NA,NA
5960,2,0,0,1,1,0,1,1,1,1,1,1,1,60.27,71.43,9999,1,1,1,1,NA,NA
5010,2,1,9999,1,0,1,1,1,1,1,1,1,1,53.12,69.03,9999,9999,9999,9999,9999,NA,NA
1341,2,1,0,1,0,0,1,0,1,0,0,0,0,52.18,41.93,9999,1,1,1,1,NA,NA
3949,2,1,0,1,1,1,1,1,1,1,1,1,1,66.84,91.31,9999,1,1,0.89,0,NA,NA
4064,2,0,0,1,1,1,1,1,1,1,0,0,1,47.9,66.38,9999,1,1,1,1,NA,NA
5917,2,0,0,0,0,0,0,0,1,1,1,0,0,36.72,43.96,9999,9999,9999,9999,9999,NA,NA
1332,2,1,9999,1,1,1,0,1,1,1,1,0,0,48.75,53.85,9999,9999,9999,9999,9999,NA,NA
2645,2,1,0,1,0,1,9999,0,1,0,0,0,0,61.97,80.49,9999,1,1,0.67,0,NA,NA
5141,2,0,0,1,0,1,0,0,1,1,1,1,1,64.65,79.88,9999,1,1,1,1,NA,NA
5671,2,1,0,1,9999,1,1,1,1,1,1,0,0,64.77,84.34,9999,1,1,0.89,0,NA,NA
4196,2,0,0,0,1,1,0,0,0,0,0,0,0,41.49,9999,66.08,0.67,0,0.89,0,NA,NA
6572,2,1,0,1,0,0,0,0,0,0,1,0,0,60.67,78.31,9999,1,1,1,1,NA,NA
6788,2,0,0,1,1,1,1,1,1,0,1,1,1,61.09,79.24,9999,1,1,1,1,NA,NA
3483,2,1,9999,0,0,0,0,0,0,0,0,0,0,55.36,9999,9999,0,0,0,0,NA,NA
4298,2,1,0,0,0,0,0,0,1,0,1,0,0,52.72,63.9,9999,0,0,0.12,0,NA,NA
2133,2,0,0,0,0,1,0,0,1,1,1,1,1,47.18,63.55,9999,1,1,1,1,NA,NA
2848,2,0,0,1,0,0,1,1,1,1,1,0,1,53.21,70.95,9999,0,0,0,0,NA,NA
1798,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,34.38,9999,9999,1,1,1,1,NA,NA
2376,2,0,0,1,0,1,0,0,0,0,0,0,0,61.51,69.9,9999,1,1,1,1,NA,NA
2363,2,0,0,0,1,1,1,1,0,0,0,0,0,62.57,75.17,9999,0,0,0,0,NA,NA
4973,2,1,0,1,0,0,0,0,1,0,0,0,1,52.61,61.99,9999,1,1,1,1,NA,NA
1566,2,0,1,1,0,1,1,0,0,0,0,0,0,45.56,9999,9999,9999,9999,9999,9999,NA,NA
4243,2,0,0,1,0,1,0,0,1,0,1,0,0,44.28,73.24,9999,1,1,1,1,NA,NA
1167,2,0,0,1,1,1,1,0,0,0,0,0,0,63.92,81.65,9999,0.67,0,0.78,0,NA,NA
2487,2,0,0,0,0,0,0,0,1,1,0,0,0,30.85,65.12,9999,9999,9999,9999,9999,NA,NA
6038,2,1,9999,0,1,1,0,0,0,0,9999,0,0,42.52,47.37,9999,9999,9999,9999,9999,NA,NA
2097,2,0,1,0,0,0,0,0,1,1,1,1,1,36.73,33.53,9999,9999,9999,9999,9999,NA,NA
2169,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,47.64,53.57,9999,1,1,1,1,NA,NA
4233,2,0,0,0,0,0,0,0,1,1,1,1,1,50.95,68.91,9999,1,1,1,1,NA,NA
2708,2,1,0,1,0,1,1,1,1,1,1,0,0,44.83,39.13,9999,1,1,1,1,NA,NA
3047,2,0,9999,1,1,1,1,1,1,1,1,1,1,67.96,80.91,9999,1,1,0.67,0,NA,NA
1416,2,1,0,1,0,1,0,0,1,0,1,1,0,40.37,39.7,9999,9999,9999,9999,9999,NA,NA
4935,2,1,0,0,0,0,1,0,1,1,0,1,1,38.9,34.47,9999,9999,9999,9999,9999,NA,NA
4521,2,0,0,9999,9999,9999,9999,9999,1,0,0,0,1,41.37,9999,9999,9999,9999,9999,9999,NA,NA
3998,2,0,0,0,0,0,1,1,0,0,0,0,0,42.54,63.72,9999,1,1,1,1,NA,NA
6226,2,0,9999,9999,9999,9999,9999,9999,0,1,1,1,0,66,90.26,94.54,0.67,0,0.67,0,NA,NA
1256,2,1,0,0,0,0,0,1,0,0,0,0,0,50.15,9999,9999,1,1,1,1,NA,NA
3891,2,0,0,1,0,0,0,0,1,1,1,1,1,37.62,49.73,9999,9999,9999,9999,9999,NA,NA
6037,2,0,9999,9999,9999,9999,9999,9999,0,0,0,0,0,44.93,60.71,65.35,0.5,0,0.5,0,NA,NA
4130,2,0,0,0,0,1,0,1,1,1,1,1,1,54.37,75.98,9999,1,1,1,1,NA,NA
5149,2,0,0,1,1,0,1,1,9999,9999,9999,0,9999,43.41,44.21,9999,9999,9999,9999,9999,NA,NA
5727,2,0,0,1,0,0,0,1,0,0,0,0,0,39.82,54.59,9999,1,1,1,1,NA,NA
6433,2,1,1,9999,9999,9999,9999,9999,1,1,1,1,0,64.01,71.01,9999,1,1,1,1,NA,NA
4205,2,0,0,1,1,1,0,1,1,1,1,1,1,66.35,80.67,9999,1,1,1,1,NA,NA
3124,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999,NA,NA
3008,2,1,9999,1,0,0,0,0,1,0,0,0,0,48.7,47.51,9999,9999,9999,9999,9999,NA,NA
4402,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,27.36,9999,9999,9999,9999,9999,9999,NA,NA
1046,2,1,0,1,0,0,1,1,9999,9999,9999,9999,9999,47.83,9999,9999,1,1,1,1,NA,NA
1351,2,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,34.71,9999,9999,9999,9999,9999,9999,NA,NA
4166,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,46.72,9999,9999,9999,9999,9999,9999,NA,NA
4134,2,0,9999,1,0,1,1,0,0,0,0,0,0,37.27,34.28,9999,9999,9999,9999,9999,NA,NA
5901,2,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,45.15,9999,53.01,0.33,0,0.33,0,NA,NA
1790,2,0,9999,0,0,0,1,0,9999,9999,9999,9999,9999,45.53,9999,9999,9999,9999,9999,9999,NA,NA
1396,2,1,0,0,0,0,0,1,0,1,1,0,0,53.08,72.36,9999,0.67,0,0.78,0,NA,NA
4023,2,1,0,0,0,0,1,0,1,1,1,1,1,37.5,68.17,9999,9999,9999,9999,9999,NA,NA
2469,2,1,0,1,1,1,1,1,0,1,1,1,1,62.74,65.16,9999,9999,9999,9999,9999,NA,NA
5596,2,1,0,0,0,0,0,0,1,1,0,1,0,35.65,52.22,9999,0.33,0,0.33,0,NA,NA
6910,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,45.65,9999,61.49,1,1,1,1,NA,NA
1034,2,1,0,1,1,1,1,1,0,0,0,0,0,48.46,62.23,9999,9999,9999,9999,9999,NA,NA
2984,2,1,1,0,0,0,0,0,1,0,0,1,0,40.1,9999,9999,1,1,1,1,NA,NA
1694,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.78,9999,9999,1,1,1,1,NA,NA
4293,2,1,0,1,0,1,1,0,1,1,1,1,0,54.54,63.85,9999,1,1,1,1,NA,NA
5688,2,1,9999,1,1,1,0,0,9999,9999,9999,9999,9999,38.98,9999,9999,9999,9999,9999,9999,NA,NA
6644,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,64.38,9999,9999,9999,9999,9999,9999,NA,NA
5643,2,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,41.53,9999,9999,9999,9999,9999,9999,NA,NA
4660,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,42.18,9999,9999,9999,9999,9999,9999,NA,NA
2863,2,1,1,0,0,0,0,1,1,1,1,1,1,35.6,60.55,9999,1,1,1,1,NA,NA
6471,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,51.76,9999,9999,9999,9999,9999,9999,NA,NA
2074,2,1,0,1,0,1,0,1,1,0,0,0,0,38.26,55.65,9999,1,1,1,1,NA,NA
6887,2,1,1,0,0,0,0,0,0,0,0,0,0,48.01,57.6,9999,0.33,0,0.44,0,NA,NA
3926,2,1,0,0,0,0,0,0,1,0,0,0,0,44.02,73.55,9999,0,0,0,0,NA,NA
3095,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,36.73,9999,9999,9999,9999,9999,9999,NA,NA
2720,2,1,1,1,0,0,0,1,1,0,1,0,0,51.15,48.44,9999,0.5,0,0.25,0,NA,NA
4208,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,32.36,9999,9999,9999,9999,9999,9999,NA,NA
4069,2,0,0,1,0,1,0,1,0,0,0,0,0,34.18,35.13,9999,1,1,1,1,NA,NA
1395,2,0,0,0,0,0,0,0,0,0,0,0,0,34.91,45.24,9999,9999,9999,9999,9999,NA,NA
5271,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,50.74,9999,9999,1,1,1,1,NA,NA
6486,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,35.19,9999,9999,9999,9999,9999,9999,NA,NA
5383,2,0,9999,1,0,0,0,1,9999,9999,9999,9999,9999,39.83,9999,9999,9999,9999,9999,9999,NA,NA
6147,2,1,1,1,0,0,0,1,0,0,0,0,0,38.68,9999,60.67,0.67,0,0.89,0,NA,NA
5235,2,1,0,1,1,1,0,1,0,0,0,0,0,53.52,59.79,9999,1,1,1,1,NA,NA
3997,2,0,0,1,1,1,1,1,1,1,1,1,1,56.07,9999,9999,9999,9999,9999,9999,NA,NA
5422,2,0,0,1,0,0,0,0,1,1,1,1,1,53.89,66.21,9999,0.33,0,0.78,0,NA,NA
1400,2,0,9999,0,0,0,1,1,9999,9999,9999,9999,9999,38.61,9999,9999,9999,9999,9999,9999,NA,NA
4784,2,0,9999,1,1,0,1,0,9999,9999,9999,9999,9999,42.98,9999,9999,9999,9999,9999,9999,NA,NA
1546,2,1,9999,1,1,1,1,1,9999,9999,9999,9999,9999,37.03,9999,9999,0,0,0,0,NA,NA
1329,2,1,0,0,1,1,1,1,1,0,0,1,0,38.91,34.71,9999,1,1,1,1,NA,NA
1846,2,0,1,0,0,0,0,0,1,1,1,1,1,46.28,60.51,9999,9999,9999,9999,9999,NA,NA
6216,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,54.63,9999,9999,9999,9999,9999,9999,NA,NA
5583,2,0,0,0,0,0,0,0,1,1,1,1,0,45.68,56.27,9999,1,1,1,1,NA,NA
2226,2,1,0,1,1,0,0,0,9999,9999,9999,9999,9999,61.83,9999,76.17,0.67,0,0.89,0,NA,NA
4231,2,1,0,1,0,0,0,0,0,0,0,0,0,52.9,60.9,9999,1,1,1,1,NA,NA
5546,2,0,0,0,0,0,0,1,1,0,0,1,1,49.12,61.78,9999,0.67,0,0.33,0,NA,NA
1931,2,0,0,0,0,0,0,0,1,1,1,1,1,45.03,9999,9999,9999,9999,0.8,0,NA,NA
4566,2,1,1,0,0,0,9999,0,0,0,0,1,0,45.03,62.72,63.03,1,1,0.67,0,NA,NA
3774,2,1,0,1,0,0,1,1,9999,1,1,1,1,59.28,64.98,69.81,1,1,1,1,NA,NA
3056,2,0,0,0,0,0,0,0,0,0,0,0,0,51.99,67.57,9999,0.67,0,0.89,0,NA,NA
2187,2,0,0,0,0,0,0,0,1,0,1,9999,0,45.9,45,9999,0.33,0,0.56,0,NA,NA
6645,2,1,0,0,0,0,0,0,0,0,0,0,0,60.12,73.37,9999,1,1,1,1,NA,NA
